id,job_title,nice_areas,nice_subcategories,ksa,tasks
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,Knowledge of Personally Identifiable Information (PII) data security standards.,
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,Knowledge of Payment Card Industry (PCI) data security standards.,
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,Knowledge of Personal Health Information (PHI) data security standards.,
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,"Knowledge of applicable laws (e.g., Electronic Communications Privacy Act, Foreign Intelligence Surveillance Act, Protect America Act, search and seizure laws, civil liberties and privacy laws), statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures relevant to work performed.",
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,"Knowledge of general kill chain (e.g., footprinting and scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks).",
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).",
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,"Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.",
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,Knowledge of encryption methodologies.,
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,"Skill in reading and interpreting signatures (e.g., snort).",
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,Knowledge of signature implementation impact.,
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,Ability to interpret and incorporate data from multiple tool sources.,
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,Knowledge of Windows/Unix ports and services.,
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,"Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model).",
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,Ability to analyze malware.,
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.,
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,"Knowledge of OSI model and underlying network protocols (e.g., TCP/IP).",
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,"Knowledge of relevant laws, legal authorities, restrictions, and regulations pertaining to cyber defense activities.",
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,"* Knowledge of computer networking concepts and protocols, and network security methodologies. ",
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,"* Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).",
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,"* Knowledge of national and international laws, regulations, policies, and ethics as they relate to cybersecurity. ",
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,* Knowledge of cybersecurity principles.,
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,* Knowledge of cyber threats and vulnerabilities. ,
h1,Cybersecurity Manager / Administrator,Protect and Defend,Cyber Defense Analysis,* Knowledge of specific operational impacts of cybersecurity lapses.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Skill in recognizing vulnerabilities in security systems.,Develop content for cyber defense tools.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of authentication, authorization, and access control methods.",Characterize and analyze network traffic to identify anomalous activity and potential threats to network resources.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of cyber defense and vulnerability assessment tools, including open source tools, and their capabilities.",Coordinate with enterprise-wide cyber defense staff to validate network alerts.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of computer algorithms.,Analyze and report organizational security posture trends.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of encryption algorithms (e.g., Internet Protocol Security [IPSEC], Advanced Encryption Standard [AES], Generic Routing Encapsulation [GRE], Internet Key Exchange [IKE], Message Digest Algorithm [MD5], Secure Hash Algorithm [SHA], Triple Data Encryption Standard [3DES]).",Analyze and report system security posture trends.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of cryptography and cryptographic key management concepts.,Ensure cybersecurity-enabled products or other compensating security control technologies reduce identified risk to an acceptable level.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of database systems.,Assess adequate access controls based on principles of least privilege and need-to-know.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of embedded systems.,"Monitor external data sources (e.g., cyber defense vendor sites, Computer Emergency Response Teams, Security Focus) to maintain currency of cyber defense threat condition and determine which security issues may have an impact on the enterprise."
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of host/network access control mechanisms (e.g., access control list).",Assess and monitor cybersecurity related to system implementation and testing practices.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of known vulnerabilities from alerts, advisories, errata, and bulletins.","Document and escalate incidents (including eventﾒs history, status, and potential impact for further action) that may cause ongoing and immediate impact to the environment."
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of Intrusion Detection System (IDS)/Intrusion Prevention System (IPS) tools and applications.,Perform cyber defense trend analysis and reporting.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of incident response and handling methodologies.,Perform event correlation using information gathered from a variety of sources within the enterprise to gain situational awareness and determine the effectiveness of an observed attack.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of cybersecurity principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).",Perform security reviews and identify security gaps in security architecture resulting in recommendations for the inclusion into the risk mitigation strategy.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of intrusion detection methodologies and techniques for detecting host and network-based intrusions via intrusion detection technologies.,Plan and recommend modifications or adjustments based on exercise results or system environment.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of information technology (IT) security principles and methods, such as firewalls, demilitarized zones, and encryption.",Provide daily summary reports of network events and activity relevant to cyber defense practices.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Skill in conducting trend analysis.,Provides cybersecurity recommendations to leadership based on significant threats and vulnerabilities.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of network access, identity, and access management (e.g., public key infrastructure [PKI]).",Receive and analyze network alerts from various sources within the enterprise and determine possible causes of such alerts.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services.",Work with stakeholders to resolve computer security incidents and vulnerability compliance.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of network traffic analysis methods.,"Provide advice and input for Disaster Recovery, Contingency, and Continuity of Operations Plans."
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.,"Provide timely detection, identification, and alerting of possible attacks/intrusions, anomalous activities, and misuse activities and distinguish these incidents and events from benign activities."
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of operating systems.,Use cyber defense tools for continual monitoring and analysis of system activity to identify malicious activity.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]).","Analyze identified malicious activity to determine weaknesses exploited, exploitation methods, effects on system and information."
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of penetration testing principles, tools, and techniques.","Determine tactics, techniques, and procedures (TTPs) for intrusion sets."
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of policy-based and risk adaptive access controls.,Examine network topologies to understand data flows through the network.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code).",Recommend computing environment vulnerability corrections.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of key concepts in security management (e.g., Release Management, Patch Management).","Identify and analyze anomalies in network traffic using metadata (e.g., CENTAUR)."
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of security system design tools, methods, and techniques.","Conduct research, analysis, and correlation across a wide variety of all source data sets (indications and warnings)."
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of systems security testing and evaluation methods.,Validate intrusion detection system (IDS) alerts against network traffic using packet analysis tools.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of key telecommunications concepts (e.g., Routing Algorithms, Fiber Optics Systems Link Budgeting, Add/Drop Multiplexers).",Isolate and remove malware.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of the cyber defense Service Provider reporting structure and processes within oneﾒs own organization.,Identify applications and operating systems of a network device based on network traffic.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of the common networking protocols (e.g., TCP/IP), services (e.g., web, mail, Domain Name Server), and how they interact to provide network communications.",Reconstruct a malicious attack or activity based off network traffic.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of Virtual Private Network (VPN) security.,Identify network mapping and operating system (OS) fingerprinting activities.
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of what constitutes a network attack and the relationship to both threats and vulnerabilities.,"Notify designated managers, cyber incident responders, and cybersecurity service provider team members of suspected cyber incidents and articulate the event's history, status, and potential impact for further action in accordance with the organization's cyber incident response plan."
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Skill in developing and deploying signatures.,Assist in the construction of signatures which can be implemented on cyber defense network tools in response to new or observed threats within the NE or enclave. 
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of countermeasures for identified security risks.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Skill in assessing security controls based on cybersecurity principles and tenets.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Skill in detecting host and network based intrusions via intrusion detection technologies (e.g., Snort).",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Skill in determining how a security system should work (including its resilience and dependability capabilities) and how changes in conditions, operations, or the environment will affect these outcomes.",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Skill in evaluating the adequacy of security designs.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of network mapping and recreating network topologies.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Skill in performing packet-level analysis (e.g., Wireshark, tcpdump, etc.).",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Skill in using incident handling methodologies.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Skill in using protocol analyzers.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of the use of sub-netting tools.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of common adversary tactics, techniques, and procedures in assigned area of responsibility (i.e., historical country-specific tactics, techniques, and procedures; emerging capabilities).",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of common network tools (e.g., ping, traceroute, nslookup) and interpret the information results.",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of defense-in-depth principles and network security architecture.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of different types of network communication (e.g., LAN, WAN, MAN, WLAN, WWAN).",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of file extensions (e.g., .dll, .bat, .zip, .pcap, .gzip).",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of operating system command line/prompt.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Skill in collecting data from a variety of cyber defense resources.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Skill in recognizing and categorizing types of vulnerabilities and associated attacks.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of interpreted and compiled computer languages.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of collection management processes, capabilities, and limitations.",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of front-end collection systems, including network traffic collection, filtering, and selection.",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of how to use network analysis tools to identify vulnerabilities.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of cyber defense policies, procedures, and regulations.",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of the common attack vectors on the network layer.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of different classes of attacks (e.g., passive, active, insider, close-in, distribution).",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of different operational threat environments (e.g., first generation [script kiddies], second generation [non- nation state sponsored], and third generation [nation state sponsored]).",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of basic system administration, network, and operating system hardening techniques.",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of Personally Identifiable Information (PII) data security standards.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of Payment Card Industry (PCI) data security standards.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of Personal Health Information (PHI) data security standards.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of applicable laws (e.g., Electronic Communications Privacy Act, Foreign Intelligence Surveillance Act, Protect America Act, search and seizure laws, civil liberties and privacy laws), statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures relevant to work performed.",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of general kill chain (e.g., footprinting and scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks).",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of encryption methodologies.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Skill in reading and interpreting signatures (e.g., snort).",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of signature implementation impact.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Ability to interpret and incorporate data from multiple tool sources.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Knowledge of Windows/Unix ports and services.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model).",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Ability to analyze malware.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of OSI model and underlying network protocols (e.g., TCP/IP).",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"Knowledge of relevant laws, legal authorities, restrictions, and regulations pertaining to cyber defense activities.",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"* Knowledge of computer networking concepts and protocols, and network security methodologies. ",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"* Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,"* Knowledge of national and international laws, regulations, policies, and ethics as they relate to cybersecurity. ",
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,* Knowledge of cybersecurity principles.,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,* Knowledge of cyber threats and vulnerabilities. ,
h2,Cybersecurity Engineer,Protect and Defend,Cyber Defense Analysis,* Knowledge of specific operational impacts of cybersecurity lapses.,
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of data backup, types of backups (e.g., full, incremental), and recovery concepts and tools.","Administer test bed(s), and test and evaluate applications, hardware infrastructure, rules/signatures, access controls, and configurations of platforms managed by service provider(s)."
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of host/network access control mechanisms (e.g., access control list).","Coordinate with Cyber Defense Analysts to manage and administer the updating of rules and signatures (e.g., intrusion detection/protection systems, anti-virus, and content blacklists) for specialized cyber defense applications."
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of Intrusion Detection System (IDS)/Intrusion Prevention System (IPS) tools and applications.,"Create, edit, and manage network access control lists on specialized cyber defense systems (e.g., firewalls and intrusion prevention systems)."
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of incident response and handling methodologies.,"Identify potential conflicts with implementation of any cyber defense tools(e.g., tool and signature testing and optimization)."
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of cybersecurity principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).","Implement Risk Management Framework (RMF)/Security Assessment and Authorization (SA&A) requirements for dedicated cyber defense systems within the enterprise, and document and maintain records for them."
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of network protocols (e.g., Transmission Critical Protocol (TCP), Internet Protocol (IP), Dynamic Host Configuration Protocol (DHCP)), and directory services (e.g., Domain Name System (DNS)).","Perform system administration on specialized cyber defense applications and systems (e.g., anti-virus, audit and remediation) or Virtual Private Network (VPN) devices, to include installation, configuration, maintenance, backup and restoration."
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of network traffic analysis (tools, methodologies, processes).","Assist in identifying, prioritizing, and coordinating the protection of critical cyber defense infrastructure and key resources."
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol (TCP), Internet Protocol (IP), Open System Interconnection Model (OSI)).",Assist in assessing the impact of implementing and sustaining a dedicated cyber defense infrastructure.
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of packet-level analysis.,"Build, install, configure, and test dedicated cyber defense hardware. "
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of Virtual Private Network (VPN) security.,
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of what constitutes a network attack and the relationship to both threats and vulnerabilities.,
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,Skill in troubleshooting and diagnosing cyber defense infrastructure anomalies and work through resolution.,
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"Skill in applying host/network access controls (e.g., access control list).",
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,Skill in tuning sensors.,
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,Skill in using incident handling methodologies.,
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,Skill in using Virtual Private Network (VPN) devices and encryption.,
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,Skill in securing network communications.,
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,Skill in protecting a network against malware.,
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of web filtering technologies.,
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of cyber defense policies, procedures, and regulations.",
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of test procedures, principles, and methodologies (e.g., Capabilities and Maturity Model Integration (CMMI)).",
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).",
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of transmission records (e.g., Bluetooth, Radio Frequency Identification (RFID), Infrared Networking (IR), Wireless Fidelity (Wi-Fi). paging, cellular, satellite dishes, Voice over Internet Protocol (VoIP)), and jamming techniques that enable transmission of undesirable information, or prevent installed systems from operating correctly. ",
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of basic system, network, and OS hardening techniques.",
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"Skill in system, network, and OS hardening techniques.",
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"* Knowledge of computer networking concepts and protocols, and network security methodologies. ",
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"* Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).",
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,"* Knowledge of national and international laws, regulations, policies, and ethics as they relate to cybersecurity. ",
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,* Knowledge of cybersecurity principles.,
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,* Knowledge of cyber threats and vulnerabilities. ,
e1,Cybersecurity Specialist / Technician,Protect and Defend,Cyber Defense Infrastructure Support,* Knowledge of specific operational impacts of cybersecurity lapses.,
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of data backup, types of backups (e.g., full, incremental), and recovery concepts and tools.","Administer test bed(s), and test and evaluate applications, hardware infrastructure, rules/signatures, access controls, and configurations of platforms managed by service provider(s)."
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of host/network access control mechanisms (e.g., access control list).","Coordinate with Cyber Defense Analysts to manage and administer the updating of rules and signatures (e.g., intrusion detection/protection systems, anti-virus, and content blacklists) for specialized cyber defense applications."
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of Intrusion Detection System (IDS)/Intrusion Prevention System (IPS) tools and applications.,"Create, edit, and manage network access control lists on specialized cyber defense systems (e.g., firewalls and intrusion prevention systems)."
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of incident response and handling methodologies.,"Identify potential conflicts with implementation of any cyber defense tools(e.g., tool and signature testing and optimization)."
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of cybersecurity principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).","Implement Risk Management Framework (RMF)/Security Assessment and Authorization (SA&A) requirements for dedicated cyber defense systems within the enterprise, and document and maintain records for them."
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of network protocols (e.g., Transmission Critical Protocol (TCP), Internet Protocol (IP), Dynamic Host Configuration Protocol (DHCP)), and directory services (e.g., Domain Name System (DNS)).","Perform system administration on specialized cyber defense applications and systems (e.g., anti-virus, audit and remediation) or Virtual Private Network (VPN) devices, to include installation, configuration, maintenance, backup and restoration."
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of network traffic analysis (tools, methodologies, processes).","Assist in identifying, prioritizing, and coordinating the protection of critical cyber defense infrastructure and key resources."
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol (TCP), Internet Protocol (IP), Open System Interconnection Model (OSI)).",Assist in assessing the impact of implementing and sustaining a dedicated cyber defense infrastructure.
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of packet-level analysis.,"Build, install, configure, and test dedicated cyber defense hardware. "
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of Virtual Private Network (VPN) security.,
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of what constitutes a network attack and the relationship to both threats and vulnerabilities.,
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,Skill in troubleshooting and diagnosing cyber defense infrastructure anomalies and work through resolution.,
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"Skill in applying host/network access controls (e.g., access control list).",
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,Skill in tuning sensors.,
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,Skill in using incident handling methodologies.,
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,Skill in using Virtual Private Network (VPN) devices and encryption.,
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,Skill in securing network communications.,
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,Skill in protecting a network against malware.,
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of web filtering technologies.,
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of cyber defense policies, procedures, and regulations.",
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of test procedures, principles, and methodologies (e.g., Capabilities and Maturity Model Integration (CMMI)).",
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).",
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of transmission records (e.g., Bluetooth, Radio Frequency Identification (RFID), Infrared Networking (IR), Wireless Fidelity (Wi-Fi). paging, cellular, satellite dishes, Voice over Internet Protocol (VoIP)), and jamming techniques that enable transmission of undesirable information, or prevent installed systems from operating correctly. ",
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of basic system, network, and OS hardening techniques.",
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"Skill in system, network, and OS hardening techniques.",
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"* Knowledge of computer networking concepts and protocols, and network security methodologies. ",
